id,review_id,visible,response,"I'm sorry, there is no comment provided for me to determine if it is helpful, negative, or vulgar. Please provide the comment for me to analyze."
1801,756,1,"This is not designed to be a ""high end"", fancy hotel. The rooms are basic, and feel a bit like a residential hotel (complete with a sink in the room). There's a marked lack of counter and storage space. Bring your toiletries in a hanging bag and you'll be fine. My husband and I nicknamed our room the  ""hipster dorm""! But that's not to say we didn't love it. The staff was incredibly friendly, and you cannot beat the location. Also, we really enjoyed spending time lounging in the comfortable lobby, drinking excellent Stumptown coffee, reading the complementary New York Times and people watching. We'd definitely stay there again.",Helpful.
1804,757,1,Faire attention aux bruits de la rue,helpful
1807,758,1,Ne pas déjeuner à l'hôtel. Très dispendieux,helpful
1810,759,1,Take them up on their off the beaten path local non tourist restaurant suggestions! Very tasty!!!,helpful
1813,760,0,go out for breakfast.  It is expensive if you do not want the buffet,Helpful.
1816,761,1,"if you want a quiet, discreet place, this is not the hotel.",helpful
1823,764,1,Just behind the Avenida either walk up the hill or take the Elevador do Lavra to the Jardim do Torel. Bring a good book or just take a moment to take in the spectacular view of the city. ,Helpful.
1832,768,1,Get the Terrace room,helpful
1835,769,1,be prepared to experience something different. Not for the faint hearted!,helpful
1838,770,1,The sidebar restaurant is good and sightglass coffee is nearby.  A bit of a walk for other amusements.,helpful
1841,771,1,"If you want a view, it's a good place.  Restaurant is good. A,biance is vaguely like an upscale summer camp.",helpful
1844,772,1,Early morning pool is great.  Book spa or massage appointment early because they fill up fast. But you can ge a day pass and enjoy the mineral springs even ifcyou can't get a massage appointment.,helpful
1847,773,1,I had booked at the Zetter Townhouse but when i arrrived they had moved (and to their credit upgraded) me to the Zetter Hotel. Whilst the hotel was fabulous i had wanted to stay at the townhouse so was a bit disappointed. ,Helpful.
1858,778,1,ask for the palace wing rooms.,helpful
1863,780,1,Ask for a room on the highest possible floor for the best views. Raval gets a bit seedy between Rambla del Raval and the port - head north for the more gentrified end of the district.,Helpful.
1866,781,1,"Stay for more than one night.
Don't miss dinner at the restaurant.
Use the staff suggestions on wineries to visit in the surrounding Russian River area.",Helpful.
1873,784,1,"Espaces communs plutôt bruyants, pas pour familles ou personnes d'un certains âge 
A recommander pour toute personne qui veut un séjour dans la vraie ambiance hype new yorkaise, un design ultra contemporain et crétaif, pas du tout asseptisé, beaucoup de caractère et de qualité, j'ai adoré !",Helpful.
1880,787,0,ne pas hésiter à choisir le May Fair,helpful
1891,792,1,"One bedroom suite is spacious, bed is comfortable, but overall decor and details are cheaply done.",helpful
1894,793,1,"Lovely place, great rooms, staff is wonderful, called me by name on second day! Not laid back like their Mexico properties, very much a West Chelsea vibe!",helpful
1897,794,1,"did not have time to use the roof terrace bar and restaurant, hope you can do it...",helpful
1902,796,1,This hotel attracts a young crowd and the rooms are comfortable but look like a fantasy dorm room.,helpful
1925,807,1,Skip the subway and walk.. there are so many hidden gems that you miss when you take the subway/ trains.,helpful
1930,809,0,les petits dejeuners ne sont inclus ,helpful
1939,813,1,"Don't waste your time, money or effort. Go and stay somewhere good.",Negative.
1944,815,1,très sombre et petit.ATTENTION:nous avons eu un wake-up call NON DEMANDé à 5.00am.notre terrasse était au r-c dans un passage et non -utilisable.,Negative.
1955,820,1,"Bring a hair dryer.  The one in the bathroom is quite weak.  When they say the rooms are small...they are closer to tiny, not spot  for anyone who is claustrophobic.  They have few queen beds so don't be surprised if end up with Ricky & Lucy Ricardo separate twins.",Helpful.
1966,825,0,Stay for as long as you can!,helpful
1969,826,0,特になし。　バケーションでいけば快適です。,helpful
1972,827,1,The rooms are very small and I think it may be too tight for more than one person.,helpful
1977,829,1,try Smyth for dinner. ,helpful
1984,832,1,"If you bring lots of luggage, don't be afraid to ask for help. They have some luggage carts which you can use yourself or they can use to help you with your suitcases. Ask for your WiFi access code as soon as you check in so you don't have to go downstairs again.",Helpful.
1987,833,1,If you eat at the restaurant order the caramel apple dessert - it was one of the best desserts we've had anywhere,helpful
1994,836,1,Both the sea view deluxe rooms and the villas (with green views) are beautiful.  There are quite a few kids around.  ,Helpful.
2001,839,1,Need a car. ,helpful
2004,840,1,"Try the CODA restaurant.  Having lived in Prague for an extended period, I have a fair level of experience with the Prague restaurant selection.  This one rates up there as a really good choice.",Helpful.
2029,852,0,make your own selection for the restaurants. ın that case the concierge is very good in helping the reservations.,helpful
2038,856,0,香港初心者向けではない。,helpful
2043,858,1,"Great hotel overall if you visiting Paphos, staff are really great and helpful. Breakfasts are a real spread and the view is amazing.",helpful
2048,860,1,Do not stay on the first floor corner room unless you don't want to sleep.,helpful
2061,866,1,"Es gibt tausende Hotels in Miami Beach, mit teilweise irren Preisschildern. Sehr schwer das Richtige zu finden. 

Wer ein glamouröses Grand-Hotel mit allem Zick und Zack, Eingangshalle, Topservice, riesigem Frühstücksbuffet, Pool und Lounge sucht ist hier schlicht falsch.

Wer aber ein Hotel in eher ruhiger Lage, doch trotzdem in Geh-Distanz zu Strand, Lokalen und Nachtleben sucht ist hier ganz richtig. Die Zimmer sind einfach und zweckmäßig gestaltet, aber komplett ausgestattet, recht groß und sauber. Netter ""Twist"" sind die Badezimmer: die sehr große Dusche ist gleichzeitig eine Dampfsauna. Vom ""Frühstück"" sollte man nicht zuviel erwarten. Free WiFi. 

Insgesamt gutes Preis-Leistungs-Verhältnis - und das ist keine Selbstverständlichkeit in Florida, schon gar nicht in Miami Beach.",Helpful.
2068,869,1,"Réservez une chambre donnant sur la cathédrale St Isaac, féerique à souhait...",helpful
2075,872,1,Bring your walking shoes! It's a nice long-ish walk to most things (or a short cab ride). ,helpful
2084,876,1,"Make sure you stay in the ""old"" part of the hotel... they have a new addition that might as well be any hotel room any where in the world. If you go in with the expectation that you are going for the architecture and not the service, you might enjoy it.",Helpful.
2089,878,0,Great location for theatre district.,helpful
2098,882,1,Make sure yo don't rely on their wifi!,helpful
2101,883,1,"I made the Tablet reservation for a family of four, but had to pay for extra beds when we got there.

",Helpful.
2106,885,1,"Please note that this hotel is NOT actually in Punta Cana; it is about an hour drive north in Overo Alto (important to know if you are driving there and, oh, happen to get lost on your way there after it gets dark and have rudimentary Spanish skills).  There are a lot of bugs, mosquitos, bees... (we had a bunch in our room although they were dead but hey, it's the tropics) so bring bug spray.",Helpful.
2109,886,1,"I'm hugely disappointed. I would NOT recommend this hotel. It is not value-for-money. The décor of the room, hardwares, bathroom, the left have seen their days. The hotel seriously needs a quick refurbishment. Though service was cordial, it is not great enough to worth the high prices, especially when accommodation in Taipei is generally not that expensive as in other major cities. There are also discrepancies between the prices shown on tablet and actual price charged. Though after staff's explanation I understood the reason behind the difference, they failed to clearly state it on their booking policy. I would NOT have booked this hotel if I knew I was to be charged the price that I paid. ",Helpful.
2112,887,1,Be sure to ask for a larger room at checkin...,helpful
2115,888,1,don't expect a lot from the staff and you won't be disappointed.,Negative.
2128,894,1,"If you're arriving at the hotel via the Tube, make sure to exit the Earl's Court Station on the Earl's Court Road side (not the exhibition hall side), and simply make your way straight ahead as you exit the station till you get to Cromwell Road. You'll save yourself a lot of pointless walking. ",Helpful.
